unnamed:_0.1,unnamed:_0,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,data_group,food_name,calories
186,186,4.3,1.6,0.7,1.4,68.9,4.1,9.0,42.5,0.0,0.009,9.9,0.0,0.0,0.2,0.2,0.0,0.5,4.6,0.9,1.0,2.3,0.0,18.3,0.6,1597.0,0.6,36.8,270.0,5.0,148.0,1260.0,0.01,126.9,group3,oregano dried,265
187,187,0.1,0.056,0.076,0.093,1.0,0.077,0.2,0.7,0.0,0.004,0.1,0.0,0.0,0.057,0.073,0.0,0.036,0.097,0.0,0.055,0.9,0.0,0.029,0.047,33.8,0.029,1.4,5.9,0.053,5.2,25.9,0.078,2.032,group3,marjoram dried,5
188,188,0.088,0.083,0.09,0.002,0.1,0.02,0.03,0.044,0.0,0.099,2.7,0.0,0.0,0.007,0.054,0.0,0.052,0.08,0.072,0.097,1.7,0.0,0.079,0.08,2.8,0.059,0.004,1.3,0.063,1.7,8.9,0.048,0.417,group3,chives raw,1
189,189,0.6,0.0,0.0,0.0,4.4,0.0,1.1,2.4,0.0,0.035,16.3,0.0,0.044,0.007,0.0,0.079,1.1,0.3,0.1,0.5,0.0,0.0,0.0,98.7,0.016,0.6,35.9,1.5,24.8,113.6,0.068,0.6,108.3,group3,fireweed leaves,24
190,190,0.1,0.016,0.0,0.072,0.1,0.0,0.005,0.012,0.0,0.039,0.5,0.0,0.0,0.066,0.028,0.0,0.042,0.028,0.032,0.043,0.2,0.0,0.0,0.0,2.2,0.092,0.099,0.6,0.054,0.5,4.7,0.0,0.369,group3,rosemary fresh,1
191,191,0.026,0.033,0.078,0.089,0.9,0.043,0.2,0.064,0.0,0.018,1.6,0.0,0.0,0.058,0.024,0.0,0.068,0.09,0.005,0.061,0.9,0.0,0.056,0.003,5.1,0.069,0.046,0.7,0.01,4.3,11.2,0.014,1.253,group3,garlic,4
192,192,0.044,0.074,0.08,0.044,2.1,0.066,0.1,1.4,0.0,0.022,0.3,0.0,0.087,0.05,0.0,0.006,0.083,0.018,0.004,0.071,0.0,0.052,0.027,26.1,0.099,0.2,1.6,0.5,1.7,11.2,0.018,0.088,30.0,group3,cinnamon ground,6
193,193,0.002,0.066,0.033,0.031,0.9,0.0,0.4,0.2,0.0,0.076,0.1,0.0,0.055,0.037,0.0,0.09,0.1,0.0,0.096,1.0,0.0,0.0,0.0,25.6,0.044,0.6,2.5,0.043,8.6,90.1,0.031,0.2,28.777,group3,chervil dried,5
194,194,0.094,0.043,0.082,0.023,0.2,0.089,0.039,0.052,0.0,0.059,0.011,0.0,0.034,0.019,0.0,0.046,0.041,0.0,0.066,0.2,0.0,0.019,0.004,0.4,0.049,0.003,0.5,0.049,0.9,6.0,0.062,0.071,0.988,group3,cayenne pepper,1
195,195,0.2,0.093,0.014,0.019,1.4,0.062,0.2,0.5,0.0,0.064,0.2,0.0,0.085,0.1,0.0,0.097,0.1,0.0,0.04,0.6,0.0,0.033,0.075,4.0,0.083,0.9,4.2,0.2,5.9,55.6,0.02,0.009,7.8,group3,turmeric ground,8
196,196,0.2,0.021,0.1,0.086,0.3,0.048,0.2,0.2,0.0,0.015,4.2,0.096,0.026,0.006,0.097,0.0,0.011,0.04,0.013,0.015,0.03,0.0,0.086,0.012,3.2,0.086,0.096,2.4,0.075,5.4,7.6,0.064,1.046,group3,mustard,3
197,197,0.4,0.061,0.029,0.2,1.3,0.2,0.4,0.9,0.0,0.014,0.3,0.0,0.0,0.066,0.062,0.0,0.097,0.3,0.013,0.031,0.008,0.0,1.0,0.047,8.9,0.032,0.5,4.0,0.036,8.1,52.7,0.018,3.182,group3,chili powder,8
198,198,7.4,2.7,0.5,1.2,63.9,1.7,9.1,37.0,0.0,0.016,7.8,0.0,0.0,0.5,0.3,0.0,0.4,4.9,0.0,0.6,50.0,0.0,7.5,1.7,1890.0,0.9,123.6,220.0,7.9,201.0,814.0,0.068,120.6,group3,thyme dried,276
199,199,0.018,0.09,0.018,0.057,0.3,0.0,0.094,0.1,0.0,0.012,0.029,0.0,0.0,0.007,0.087,0.0,0.009,0.04,0.044,0.092,0.0,0.0,0.0,0.0,7.4,0.021,0.4,3.0,0.008,1.4,9.6,0.0,0.649,group3,spearmint dried,1
200,200,0.027,0.02,0.038,0.076,0.3,0.054,0.2,0.3,0.0,0.089,0.076,0.0,0.0,0.099,0.043,0.0,0.012,0.07,0.011,0.047,0.033,0.0,0.034,0.078,15.7,0.082,0.6,5.0,0.051,1.9,18.4,0.054,1.0,group3,basil dried,2
201,201,0.6,0.0,0.0,0.0,6.7,1.7,2.1,3.0,0.0,0.3,94.3,0.0,0.1,0.063,0.0,0.2,0.5,0.058,0.2,18.9,0.0,0.6,0.4,147.0,0.1,1.9,25.2,0.2,44.1,243.6,0.004,0.3,180.2,group3,dandelion greens cooked,35
202,202,0.089,0.069,0.019,0.03,0.2,0.064,0.2,0.1,0.0,0.058,6.4,0.0,0.0,0.06,0.064,0.0,0.075,0.094,0.02,0.074,1.3,0.0,0.014,0.047,12.4,0.075,0.2,4.5,0.069,3.9,20.7,0.085,0.752,group3,basil fresh,2
203,203,0.9,0.0,0.0,0.0,4.3,0.0,2.7,3.9,0.0,0.025,123.7,0.0,0.0,0.0,0.091,0.0,0.1,0.7,0.029,0.2,63.8,0.0,0.0,0.0,58.5,0.2,3.2,137.0,0.5,83.8,518.7,0.067,12.2,group3,dock,29
204,204,0.8,0.001,0.3,0.3,5.1,4.2,2.6,0.9,0.0,0.3,124.9,0.0,0.029,0.035,0.0,0.2,1.1,0.2,0.2,31.1,0.0,0.7,0.5,82.4,0.2,1.1,35.1,0.5,64.8,476.6,0.039,0.2,124.0,group3,garden cress cooked,31
205,205,0.024,0.068,0.036,0.077,1.9,0.2,0.2,0.4,0.0,0.048,0.1,0.0,0.079,0.045,0.0,0.061,0.039,0.012,0.098,0.6,0.0,0.068,0.021,9.2,0.092,0.052,2.7,0.008,7.7,23.6,0.011,0.076,12.389,group3,onion powder,8
206,206,0.4,0.012,0.041,0.2,5.1,0.4,1.5,1.9,0.0,0.043,47.1,0.0,0.1,0.059,0.0,0.1,0.4,0.095,0.1,19.3,0.0,1.9,0.4,102.9,0.007,1.7,19.8,0.2,36.3,218.4,0.086,0.2,132.8,group3,dandelion greens raw,25
207,207,0.022,0.064,0.072,0.003,8.5,0.0,0.5,0.0,0.0,0.05,5.0,0.0,0.0,0.069,0.03,0.0,0.096,0.048,0.066,0.025,0.0,0.0,0.0,0.0,3.8,0.048,0.2,2.5,0.089,5.6,6.3,0.025,9.059,group3,yokan,36
208,208,0.7,0.1,0.1,0.3,33.4,3.1,12.9,9.2,0.0,0.081,121.6,0.0,0.0,0.2,0.2,0.0,0.2,1.2,0.3,0.1,0.5,0.0,0.046,0.067,61.2,0.4,2.6,73.1,0.7,212.5,455.6,0.058,56.778,group3,fava beans cooked,187
209,209,3.7,0.4,0.3,2.2,118.0,0.0,34.6,46.4,0.0,0.069,19.8,0.0,1.0,0.7,0.0,0.4,3.8,1.5,0.7,8.5,0.0,0.0,0.0,342.2,0.8,6.3,345.9,2.2,559.4,2421.4,0.049,3.5,559.7,group3,french beans raw,631
210,210,7.0,0.5,1.2,2.4,57.0,0.0,17.8,0.0,0.0,0.6,168.8,0.0,0.006,0.1,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,113.9,0.6,2.7,65.8,2.1,215.1,318.8,0.0,1.6,198.7,group3,chickpeas canned,352
211,211,1.9,0.5,0.2,0.8,44.7,0.0,16.2,18.4,0.0,0.086,111.5,0.0,0.0,0.3,0.1,0.0,0.2,1.3,0.4,0.2,3.2,0.0,0.0,0.0,109.7,0.3,4.4,131.0,0.8,323.9,575.3,0.068,81.7,group3,yellow beans cooked,255
212,212,0.8,0.2,0.1,0.3,38.7,4.0,14.2,15.4,0.0,0.083,146.8,0.0,0.0,0.3,0.3,0.0,0.1,1.2,0.8,0.1,2.0,0.0,0.3,0.005,54.5,0.3,2.8,97.0,0.6,200.0,537.3,0.099,69.586,group3,mung beans cooked,212
213,213,0.8,0.2,0.073,0.3,55.5,0.8,19.0,12.6,0.0,0.079,183.7,0.0,0.3,0.2,0.0,0.026,0.3,0.5,0.2,0.0,0.0,2.1,0.052,191.3,0.6,7.8,133.6,1.3,238.4,1189.5,0.022,2.9,287.0,group3,white beans canned,299
214,214,0.8,0.2,0.045,0.4,47.2,0.6,15.3,9.0,0.0,0.075,103.4,0.0,0.0,0.4,0.3,0.0,0.1,1.0,0.5,0.3,0.0,0.0,1.7,0.083,87.9,0.5,3.9,109.9,0.9,278.9,858.5,0.03,73.103,group3,pink beans cooked,252
215,215,2.4,0.6,0.2,1.0,134.8,4.5,44.0,26.7,0.0,0.057,21.1,0.0,1.6,1.0,0.0,0.4,4.0,2.1,1.1,0.0,0.0,0.4,0.007,273.0,1.7,14.2,382.2,2.9,871.5,3074.4,0.077,5.4,495.1,group3,pink beans raw,720
216,216,3.1,0.4,0.5,2.9,126.4,8.1,46.4,50.8,0.0,0.059,25.2,0.0,1.6,0.8,0.0,0.3,4.6,1.5,0.9,0.0,0.0,0.08,0.018,305.8,1.7,11.4,364.0,2.9,846.6,2464.8,0.028,7.6,543.9,group3,navy beans raw,701
217,217,0.4,0.005,0.02,0.2,9.9,1.9,2.4,4.0,0.0,0.086,111.5,0.0,0.0,0.053,0.076,0.0,0.1,0.8,0.021,0.061,12.1,0.0,0.6,0.053,55.0,0.015,0.8,22.5,0.4,36.3,182.5,0.02,16.848,group3,snap beans cooked,44
218,218,0.5,0.1,0.003,0.2,27.3,4.4,4.3,7.3,0.0,0.048,111.9,0.0,0.2,0.2,0.0,0.2,2.1,0.2,0.086,3.6,0.0,0.0,0.0,182.7,0.2,1.6,74.0,0.8,76.9,625.0,0.099,1.5,227.3,group3,black eyed cowpeas raw,131
219,219,8.1,1.0,2.0,3.3,13.8,3.4,18.5,8.1,0.0,0.034,112.8,0.053,0.0,0.3,0.5,0.0,0.2,1.4,0.6,0.2,9.5,0.0,1.1,0.041,97.7,0.5,3.5,99.2,1.6,262.0,675.8,0.0,49.248,group3,edamame cooked,189
220,220,0.6,0.2,0.1,0.3,33.5,5.3,5.2,8.3,0.0,0.036,124.5,0.0,0.0,0.2,0.2,0.0,0.2,2.3,0.3,0.1,3.6,0.0,0.4,0.0,211.2,0.2,1.8,85.8,0.9,84.2,689.7,0.033,47.9,group3,black eyed cowpeas cooked,160
221,221,1.1,0.2,0.076,0.5,40.2,0.0,15.8,0.0,0.0,0.0,0.003,134.1,0.0,0.5,0.023,0.0,0.001,0.8,0.6,0.014,0.0,0.0,0.0,0.0,77.6,0.7,8.9,159.1,0.9,232.8,653.8,0.021,191.981,group3,hyacinth beans cooked,227
222,222,1.3,0.3,0.1,0.6,32.7,0.0,11.4,7.9,0.0,0.7,191.1,0.0,0.2,0.1,0.0,0.2,0.8,0.5,0.1,6.5,0.0,0.0,0.0,48.0,0.3,2.3,67.2,0.7,168.0,412.8,0.061,1.7,110.1,group3,cowpeas canned,185
223,223,1.1,0.2,0.2,0.3,44.8,0.6,15.4,15.4,0.0,0.085,107.6,0.0,0.0,0.3,0.3,0.0,0.1,0.5,0.4,0.4,1.4,0.0,1.6,0.097,78.7,0.4,3.6,85.5,0.8,251.4,745.6,0.064,77.502,group3,pinto beans cooked,245
224,224,10.0,1.4,3.7,2.7,25.7,0.0,18.3,0.0,0.0,0.4,115.6,0.0,0.5,0.004,0.0,0.2,1.4,0.3,0.07,0.0,0.0,0.0,0.0,244.2,1.3,7.4,92.9,2.1,263.2,481.6,0.019,2.5,305.6,group3,winged beans cooked,253
225,225,2.4,0.5,0.4,0.8,120.7,4.1,41.3,29.9,0.0,0.036,21.9,0.0,1.4,1.0,0.0,0.4,2.3,1.5,0.9,12.2,0.0,0.4,0.062,218.1,1.7,9.8,339.7,2.2,793.2,2688.5,0.036,4.4,434.4,group3,pinto beans raw,670
226,226,1.7,0.4,0.1,0.7,116.4,3.9,39.1,28.5,0.0,0.041,20.2,0.0,1.7,0.8,0.0,0.4,3.6,1.7,0.5,0.0,0.0,0.4,0.032,294.4,1.8,16.0,294.4,1.8,809.6,2760.0,0.005,4.0,496.1,group3,black turtle beans raw,624
227,227,2.3,0.4,0.5,0.9,87.4,8.6,39.2,37.5,0.0,0.1,16.5,0.0,0.8,0.6,0.0,0.5,4.2,1.5,0.5,2.1,0.0,0.057,0.073,154.5,1.2,10.1,288.0,2.4,631.5,1593.0,0.016,4.7,333.1,group3,fava beans raw,512
228,228,0.4,0.095,0.087,0.2,35.9,0.0,11.9,11.6,0.0,0.8,185.8,0.0,0.1,0.1,0.0,0.028,0.6,0.6,0.2,0.0,0.0,0.0,0.0,50.6,0.4,4.4,94.0,0.9,178.3,530.2,0.025,1.6,114.8,group3,lima beans canned,190
229,229,3.5,0.6,0.2,1.5,127.6,0.0,50.2,53.8,0.0,0.073,19.7,0.0,2.4,0.008,0.0,0.3,3.4,2.6,0.3,0.0,0.0,0.0,0.0,273.0,2.8,10.7,594.3,3.3,781.2,2593.5,0.062,19.5,518.8,group3,hyacinth beans raw,722
230,230,1.7,0.4,0.1,0.7,121.7,4.3,47.2,30.7,0.0,0.051,22.9,0.0,0.9,0.8,0.0,0.3,1.0,1.5,0.6,0.0,0.0,0.4,0.03,484.8,2.0,21.1,383.8,3.6,608.0,3625.9,0.097,7.4,707.2,group3,white beans raw,673
231,231,0.4,0.1,0.027,0.2,15.4,0.0,3.5,6.6,0.0,0.09,415.6,0.0,0.1,0.036,0.0,0.2,0.9,0.5,0.1,14.9,0.0,0.6,0.0,105.4,0.3,4.0,57.1,1.5,83.4,403.9,0.057,0.9,150.2,group3,snap beans canned,66
232,232,1.1,0.3,0.073,0.5,53.6,0.7,19.7,13.4,0.0,1.2,184.6,0.0,0.4,0.2,0.0,0.1,1.3,0.5,0.3,1.8,0.0,2.0,0.022,123.1,0.5,4.8,123.1,1.0,351.1,754.6,0.003,2.0,217.5,group3,navy beans canned,296
233,233,2.4,0.7,0.3,0.8,129.6,13.7,49.4,33.7,0.0,0.085,18.7,0.0,1.3,1.3,0.0,0.5,4.7,4.0,0.8,9.9,0.0,1.1,0.009,273.2,1.9,14.0,391.2,2.1,759.7,2579.2,0.001,5.5,512.2,group3,mung beans raw,718
234,234,1.0,0.4,0.034,0.2,123.9,0.0,39.1,25.0,0.0,0.06,26.5,0.0,0.9,1.2,0.0,0.4,5.2,2.9,0.7,0.0,0.0,0.0,0.0,130.0,2.2,9.8,250.2,3.4,750.6,2470.4,0.055,9.9,328.8,group3,adzuki beans raw,648
235,235,0.6,0.2,0.002,0.3,45.0,0.6,15.1,15.4,0.0,0.06,121.6,0.0,0.0,0.4,0.2,0.0,0.1,1.0,0.5,0.1,0.0,0.0,1.6,0.004,101.8,0.5,5.3,90.7,0.6,281.2,801.1,0.058,76.721,group3,black turtle beans cooked,241
236,236,4.2,0.7,1.0,2.2,113.6,0.0,47.9,20.7,0.0,0.092,22.6,0.0,1.0,0.4,0.0,0.2,2.9,0.7,0.8,3.3,0.0,0.0,0.0,78.7,2.5,14.5,138.2,2.7,564.5,1109.8,0.03,7.5,282.9,group3,pink lentils raw,662
237,237,5.1,1.3,0.4,2.2,119.0,0.0,43.1,49.2,0.0,0.046,21.8,0.0,1.4,0.8,0.0,0.6,4.8,1.4,0.9,0.0,0.0,0.0,0.0,325.4,1.3,13.7,435.1,2.5,956.5,2042.3,0.074,5.5,555.5,group3,yellow beans raw,676
238,238,0.6,0.2,0.044,0.3,44.9,0.6,17.4,11.3,0.0,0.045,112.9,0.0,0.0,0.2,0.1,0.0,0.05,0.3,0.4,0.2,0.0,0.0,1.7,0.029,161.1,0.5,6.6,112.8,1.1,202.3,1004.2,0.045,74.959,group3,white beans cooked,249
239,239,2.0,0.3,0.4,1.0,115.4,3.9,49.5,58.6,0.0,0.039,20.0,0.0,1.7,0.9,0.0,0.4,5.0,4.1,1.0,8.4,0.0,0.9,0.083,107.5,1.0,14.5,234.2,2.6,865.9,1833.6,0.048,9.2,355.9,group3,lentils raw,678
240,240,0.8,0.2,0.088,0.4,43.3,0.0,16.5,17.7,0.0,0.4,114.4,0.0,0.0,0.4,0.4,0.0,0.1,0.9,0.4,0.1,0.0,0.0,0.0,0.0,88.5,0.4,3.7,88.5,0.7,239.0,685.0,0.09,78.8,group3,cranberry beans cooked,241
241,241,12.1,1.3,2.7,5.4,121.3,21.4,38.6,34.8,0.0,0.005,23.1,0.0,1.0,1.1,0.0,0.4,3.1,3.2,1.1,8.0,0.0,1.6,0.004,210.0,1.7,12.5,230.0,4.4,732.0,1750.0,0.095,6.9,437.3,group3,chickpeas raw,728
242,242,0.8,0.1,0.1,0.3,39.9,3.6,17.9,15.6,0.0,0.016,137.9,0.0,0.0,0.3,0.4,0.0,0.1,2.1,1.3,0.4,3.0,0.0,0.2,0.077,37.6,0.5,6.6,71.3,1.0,356.4,730.6,0.01,75.118,group3,lentils cooked,230
243,243,0.9,0.2,0.2,0.3,53.7,20.2,12.1,10.4,0.0,0.9,182.9,0.0,0.2,0.036,0.0,0.078,1.1,0.5,0.2,0.0,0.0,0.4,0.019,86.4,0.4,3.0,68.6,0.3,188.0,569.0,0.082,5.8,166.5,group3,baked beans canned,239
244,244,0.7,0.2,0.083,0.3,39.3,0.0,14.4,16.4,0.0,0.9,201.7,0.0,0.1,0.2,0.0,0.1,1.3,0.4,0.1,2.1,0.0,0.0,0.0,88.4,0.4,4.0,83.2,0.5,223.6,676.0,0.079,2.2,165.3,group3,cranberry beans canned,216
245,245,0.9,0.2,0.02,0.4,40.8,0.0,15.2,15.0,0.0,0.008,113.1,0.0,0.4,0.3,0.0,0.1,0.9,0.4,0.1,0.0,0.0,1.5,0.081,46.4,0.4,3.6,120.4,0.8,240.8,610.6,0.004,1.9,121.9,group3,black beans cooked,227
246,246,0.7,0.2,0.022,0.3,39.3,5.5,14.7,13.2,0.0,0.012,131.2,0.0,0.0,0.3,0.2,0.0,0.1,0.8,0.8,0.3,0.0,0.0,0.3,0.052,32.0,0.4,4.5,80.8,1.0,208.7,955.0,0.027,68.6,group3,lima beans cooked,216
247,247,3.4,0.2,0.2,2.2,122.1,0.0,52.2,37.9,0.0,0.004,22.4,0.0,0.6,0.4,0.0,0.5,3.0,1.9,0.6,0.0,0.0,0.0,0.0,285.7,2.0,15.7,552.7,3.2,784.5,2034.8,0.015,6.9,517.0,group3,mungo beans raw,706
248,248,3.1,0.7,0.065,1.7,128.7,0.0,44.5,30.8,0.0,0.04,21.7,0.0,1.3,0.9,0.0,0.4,6.1,2.6,0.6,0.0,0.0,0.0,0.0,266.5,2.2,10.7,375.2,3.7,752.4,2853.6,0.022,5.7,484.3,group3,pigeon peas raw,703
249,249,0.6,0.092,0.1,0.2,31.8,0.0,14.0,9.5,0.0,1.2,205.6,0.0,0.016,0.05,0.0,0.1,2.5,0.3,0.1,4.6,0.0,0.0,0.0,66.6,0.3,2.6,81.9,0.7,202.2,619.5,0.029,1.6,129.7,group3,fava beans canned,182
250,250,0.1,0.097,0.094,0.013,7.1,0.0,1.8,3.4,0.0,0.085,90.3,0.0,0.005,0.002,0.0,0.1,0.8,0.074,0.05,16.3,0.0,0.0,0.0,37.0,0.077,1.0,25.0,0.2,38.0,209.0,0.067,0.2,66.7,group3,yellow snap beans raw,31
251,251,0.2,0.051,0.016,0.1,7.0,3.3,1.8,2.7,0.0,0.025,90.3,0.0,0.02,0.061,0.0,0.1,0.7,0.2,0.1,12.2,0.0,0.4,0.066,37.0,0.093,1.0,25.0,0.2,38.0,211.0,0.003,0.2,61.9,group3,snap beans raw,31
252,252,0.2,0.076,0.064,0.1,8.4,0.0,1.9,3.6,0.0,0.6,227.2,0.0,0.097,0.071,0.0,0.1,0.5,0.3,0.087,8.2,0.0,0.0,0.0,57.6,0.2,2.2,31.2,0.8,45.6,235.2,0.056,0.5,82.1,group3,yellow snap beans canned,36
253,253,0.6,0.1,0.05,0.3,39.1,0.0,11.4,11.3,0.0,0.036,115.2,0.0,0.2,0.2,0.0,0.02,1.3,0.5,0.081,0.0,0.0,0.0,0.0,72.2,0.5,1.9,77.3,0.8,199.9,645.1,0.01,1.5,136.5,group3,pigeon peas cooked,203
254,254,3.5,0.9,0.3,1.5,99.6,0.0,39.8,17.9,0.0,0.07,18.5,0.0,1.1,1.1,0.0,0.3,4.7,2.5,0.6,2.5,0.0,0.0,0.0,142.0,1.8,16.6,556.1,2.6,731.5,2296.3,0.002,10.2,321.9,group3,catjang cowpeas raw,573
255,255,1.1,0.2,0.3,0.9,47.4,0.7,15.0,19.1,0.0,0.4,116.1,0.0,0.4,0.3,0.0,0.1,1.2,0.5,0.3,0.0,0.0,0.08,0.002,125.6,0.4,4.3,96.5,1.0,262.1,708.0,0.012,1.9,212.5,group3,navy beans cooked,255
256,256,3.2,0.7,0.3,1.5,120.6,0.0,45.0,0.0,0.0,0.001,19.0,0.0,1.1,1.3,0.0,0.2,5.5,3.0,0.7,7.8,0.0,0.0,0.0,294.0,1.3,21.3,746.8,3.6,958.4,2334.4,0.095,3.8,491.9,group3,mothbeans raw,672
257,257,0.4,0.037,0.039,0.2,14.5,2.3,5.4,4.6,0.0,0.037,49.0,0.0,0.0,0.1,0.1,0.0,0.015,0.3,0.3,0.025,0.3,0.0,0.2,0.033,16.8,0.2,1.8,37.1,0.3,109.2,194.6,0.012,25.166,group3,cowpeas cooked,81
258,258,1.0,0.2,0.062,0.5,37.1,0.0,13.8,0.0,0.0,0.086,122.5,0.0,0.2,0.3,0.0,0.088,1.2,0.7,0.2,1.8,0.0,0.0,0.0,5.3,0.3,5.6,184.1,0.9,265.5,538.1,0.034,1.0,64.6,group3,mothbeans cooked,207
259,259,1.3,0.1,0.046,0.8,42.5,0.0,12.5,16.6,0.0,0.003,117.8,0.0,0.0,0.2,0.1,0.0,0.1,1.0,0.4,0.2,2.1,0.0,0.0,0.0,111.5,0.2,1.9,99.1,0.7,180.5,654.9,0.041,73.3,group3,french beans cooked,228
260,260,1.2,0.3,0.1,0.6,112.8,15.1,38.2,33.8,0.0,0.078,18.1,0.0,0.9,0.7,0.0,0.4,2.7,2.4,0.9,0.0,0.0,1.3,0.058,144.2,1.3,13.4,398.7,3.0,685.3,3068.7,0.087,5.0,343.6,group3,lima beans raw,602
261,261,29.7,4.2,10.9,7.9,75.9,0.0,54.0,47.1,0.0,0.09,15.2,0.0,1.9,0.084,0.0,0.8,5.6,1.4,0.3,0.0,0.0,0.0,0.0,800.8,5.2,24.5,325.8,6.8,820.8,1778.1,0.058,8.2,1032.0,group3,winged beans raw,744
262,262,0.2,0.067,0.021,0.024,57.0,0.0,17.3,16.8,0.0,0.079,152.5,0.0,0.0,0.3,0.3,0.0,0.1,1.6,1.0,0.2,0.0,0.0,0.0,0.0,64.4,0.7,4.6,119.6,1.3,386.4,1223.6,0.022,92.2,group3,adzuki beans cooked,294
263,263,2.8,0.7,0.2,1.2,121.0,4.1,41.9,30.1,0.0,0.065,21.4,0.0,1.7,0.9,0.0,0.4,3.8,1.7,0.6,0.0,0.0,0.4,0.026,238.6,1.6,9.7,331.7,2.1,682.9,2877.0,0.057,7.1,444.1,group3,black beans raw,662
264,264,1.2,0.3,0.1,0.5,34.7,0.0,13.9,6.2,0.0,0.021,119.2,0.0,0.0,0.3,0.2,0.0,0.055,1.2,0.7,0.2,0.7,0.0,0.0,0.0,44.5,0.5,5.2,164.2,0.8,242.8,641.3,0.045,56.7,group3,catjang cowpeas cooked,200
265,265,0.5,0.1,0.06,0.3,35.0,2.5,12.0,10.8,0.0,0.064,130.2,0.0,0.0,0.1,0.003,0.0,0.097,1.4,0.3,0.2,10.4,0.0,1.2,0.06,50.4,0.4,3.5,100.8,1.5,201.6,739.8,0.079,58.952,group3,baby lima beans cooked,189
266,266,0.3,0.082,0.074,0.1,8.9,4.7,3.1,3.1,0.0,0.026,80.8,0.0,0.1,0.087,0.0,0.1,1.1,0.9,0.2,31.0,0.0,0.5,0.025,61.1,0.038,0.9,54.5,0.3,61.1,202.1,0.066,0.3,108.4,group3,cowpeas raw,41
267,267,0.5,0.034,0.07,0.3,15.2,1.5,4.3,8.3,0.0,0.8,222.2,0.0,0.0,0.06,0.008,0.0,0.1,0.5,0.3,0.1,7.6,0.0,0.048,0.051,71.1,0.2,2.4,36.8,0.9,73.5,267.1,0.094,28.668,group3,shellie beans canned,74
268,268,2.2,0.6,0.2,0.9,103.4,0.0,40.6,18.4,0.0,0.057,14.1,0.0,1.5,1.1,0.0,0.4,3.6,2.6,0.6,2.7,0.0,0.0,0.0,230.5,1.5,14.4,564.5,2.7,933.5,1932.2,0.054,5.8,412.2,group3,yardlong beans raw,579
269,269,1.3,0.3,0.3,0.5,36.4,2.4,11.0,11.0,0.0,0.6,187.7,0.0,0.1,0.03,0.0,0.063,0.6,0.3,0.2,1.7,0.0,1.4,0.09,112.8,0.4,3.5,79.2,0.8,220.8,662.4,0.0,1.3,177.7,group3,pinto beans canned,197
270,270,4.2,0.4,1.0,1.9,45.0,7.9,14.5,12.5,0.0,0.08,98.7,0.0,0.2,0.3,0.0,0.1,0.9,0.5,0.2,2.1,0.0,0.6,0.024,80.4,0.6,4.7,78.7,1.7,275.5,477.2,0.031,2.5,163.4,group3,chickpeas cooked,269
271,271,2.4,0.6,0.2,1.0,117.1,0.0,44.9,48.2,0.0,0.014,24.2,0.0,1.5,1.2,0.0,0.4,2.8,1.5,0.6,0.0,0.0,0.0,0.0,247.7,1.5,9.8,304.2,1.8,725.4,2597.4,0.041,7.1,470.1,group3,cranberry beans raw,653
272,272,1.0,0.065,0.001,0.6,33.0,3.6,13.6,11.5,0.0,0.083,130.5,0.0,0.3,0.2,0.0,0.1,2.7,0.8,0.1,1.8,0.0,0.3,0.092,95.4,0.3,3.2,113.4,0.7,280.8,415.8,0.042,1.5,159.5,group3,mungo beans cooked,189
273,273,0.013,0.023,0.038,0.036,1.3,0.8,0.057,0.1,0.0,0.007,0.6,0.0,0.0,0.084,0.062,0.0,0.012,0.04,0.078,0.058,0.09,0.0,0.053,0.03,1.5,0.032,0.005,1.8,0.0,2.3,12.6,0.009,1.708,group3,tamarinds,5
274,274,0.4,0.037,0.065,0.2,9.9,4.5,2.4,4.1,0.0,0.096,111.5,0.0,0.0,0.094,0.063,0.0,0.1,0.8,0.083,0.062,12.1,0.0,0.6,0.025,57.5,0.1,1.6,31.3,0.4,48.8,373.8,0.037,17.003,group3,yellow snap beans cooked,44
275,275,0.8,0.2,0.027,0.3,36.1,0.0,14.2,6.5,0.0,0.059,117.6,0.0,0.0,0.4,0.2,0.0,0.1,0.9,0.7,0.2,0.7,0.0,0.0,0.0,71.8,0.4,4.5,167.6,0.8,309.5,538.7,0.012,58.2,group3,yardlong beans cooked,202
276,276,12.5,4.5,6.2,1.2,0.2,0.2,8.2,0.0,28.9,0.4,6.1,0.0,0.2,0.077,0.054,0.09,1.4,0.3,0.1,0.0,0.0,0.0,0.091,4.0,0.039,0.5,4.8,0.064,40.2,109.0,0.02,0.9,25.4,group3,bacon beef steak,146
277,277,60.7,26.4,24.9,4.8,0.0,0.0,85.8,0.0,326.6,0.3,304.0,0.0,0.5,0.014,0.013,0.9,24.8,3.1,0.7,0.0,0.0,1.1,0.0,49.9,0.5,7.6,99.8,0.072,771.1,970.7,0.095,23.7,204.0,group3,lamb foreshank raw,912
